"Rank","Name","Symbol","marketcap","price (USD)","country"
"447","Meta Financial Group","CASH","1221489024","42.04","United States"
"448","Encore Capital Group","ECPG","1213373312","50.81","United States"
"449","Tompkins Financial","TMP","1204893440","83.15","United States"
"450","EQB (Equitable Bank)","EQB.TO","1201554084","35.17","Canada"
"451","Lakeland Bancorp","LBAI","1196281728","18.46","United States"
"452","Banco de Brasília","BSLI3.SA","1190404786","3.45","Brazil"
"453","Guaranty Trust Bank","9JO.F","1183126200","2.01","Nigeria"
"454","Enova International","ENVA","1182791680","36.95","United States"
"455","Bank für Tirol und Vorarlberg","BTS.VI","1165040335","34.28","Austria"
"456","Heritage Financial","HFWA","1153172864","32.85","United States"
"457","German American Bancorp","GABC","1152836096","39.1","United States"
"458","Paysafe","PSFE","1134402304","1.56","United States"
"459","LendingClub","LC","1130757632","10.76","United States"
"460","B. Riley Financial","RILY","1129922560","39.94","United States"
"461","Nicolet Bankshares","NIC","1123967104","76.6","United States"
"462","Inter &amp; Co","INTR","1119236352","2.79","Brazil"
"463","Cadre","CDRE","1118102400","29.95","United States"
"464","Capitol Federal Savings Bank","CFFN","1110872064","8","United States"
"465","Southside Bancshares","SBSI","1102120064","34.33","United States"
"466","KRUK Spólka Akcyjna","KRU.WA","1101812833","57.95","Poland"
"467","Preferred Bank","PFBC","1099866752","76.61","United States"
"468","Customers Bancorp","CUBI","1097996672","33.81","United States"
"469","ACLEDA Bank","ABC.KH","1094969007","2.53","Cambodia"
"470","Cowen","COWN","1071783744","38.76","United States"
"471","Blucora","BCOR","1058533248","22.17","United States"
"472","Brookline Bancorp","BRKL","1048857792","13.65","United States"
"473","Premier Financial","PFC","1044129728","29.36","United States"
"474","Paya","PAYA","1043400384","7.9","United States"
"475","Merchants Bancorp","MBIN","1041884096","24.17","United States"
"476","MoneyGram","MGI","1016513600","10.55","United States"
"477","Banc of California","BANC","1011839040","16.82","United States"
"478","Amerant Bancorp","AMTB","1011507392","29.95","United States"
"479","International Money Express","IMXI","1008243200","26.62","United States"
"480","RBL Bank","RBLBANK.NS","1002038868","1.67","India"
"481","Deutsche Pfandbriefbank","PBB.DE","997774032","7.42","Germany"
"482","BSE","BSE.NS","988070166","7.29","India"
"483","Laurentian Bank of Canada","LB.TO","978596507","22.63","Canada"
"484","ConnectOne Bancorp","CNOB","976760704","24.89","United States"
"485","Grenke","GLJ.F","973330931","20.83","Germany"
"486","flatexDEGIRO AG","FTK.DE","971667020","8.84","Germany"
"487","IntegraFin","IHP.L","964413980","2.91","United Kingdom"
"488","Karur Vysya Bank","KARURVYSYA.NS","952556065","1.19","India"
"489","Republic Bank","RBCAA","925293440","46.87","United States"
"490","Open Lending","LPRO","916400768","7.26","United States"
"491","Enfusion","ENFN","912563136","13.62","United States"
"492","First Foundation","FFWM","910661312","16.15","United States"
"493","Pagaya Technologies","PGY","898006528","1.32","Israel"
"494","Sprott Inc","SII","896780480","35.7","Canada"
"495","Van Lanschot Kempen","VLK.AS","892463608","22.17","Netherlands"
"496","QCR Holdings","QCRH","874627456","51.8","United States"
"497","Heritage Commerce","HTBK","863923712","14.24","United States"
"498","Community Trust Bancorp","CTBI","851390592","47.56","United States"
"499","Peoples Bancorp","PEBO","847626368","30.05","United States"
"500","Dah Sing Banking Group","2356.HK","834591832","0.59","Hong Kong"
"501","Washington Trust Bancorp","WASH","832278400","48.47","United States"
"502","Allegiance Bancshares","ABTX","830943168","41.63","United States"
"503","Univest","UVSP","830689856","28.3","United States"
"504","NerdWallet","NRDS","829343232","11.25","United States"
"505","Hanmi Financial","HAFC","823391744","27.01","United States"
"506","PROG Holdings","PRG","809027136","16.17","United States"
"507","Ellington Financial","EFC","799237440","13.33","United States"
"508","Pushpay Holdings","PPH.NZ","794936957","0.69","New Zealand"
"509","WisdomTree Investments","WETF","791558976","5.4","United States"
"510","Broadmark Realty Capital","BRMK","785243968","5.91","United States"
"511","The First Bancshares","FBMS","783316032","32.6","United States"
"512","Deluxe","DLX","783290752","18.18","United States"
"513","Bank First","BFC","774656512","85.8","United States"
"514","BrightSphere Investment Group","BSIG","770670528","18.6","United States"
"515","Northfield Bancorp","NFBK","769217408","15.89","United States"
"516","ECN Capital","ECN.TO","761893655","3.09","Canada"
"517","Global Blue Group","GB","759876672","4.01","Switzerland"
"518","SLR Investment","SLRC","752576896","13.74","United States"
"519","Bombay Burmah","BBTC.NS","748269294","10.72","India"
"520","Metropolitan Bank Holding","MCB","746430528","66.62","United States"
"521","HarborOne Bancorp","HONE","742960768","15.1","United States"
"522","First Mid-Illinois Bancshares","FMBH","735762752","35.97","United States"
"523","Riskified","RSKD","735407232","4.4","Israel"
"524","Kearny Financial","KRNY","728165696","10.68","United States"
"525","Indiabulls Housing Finance","IBULHSGFIN.NS","726605394","1.54","India"
"526","Aktia Bank","AKTIA.HE","719528706","9.99","Finland"
"527","Amalgamated Financial","AMAL","715962688","23.33","United States"
"528","TrustCo Bank","TRST","711592192","37.35","United States"
"529","Old Second Bancorp","OSBC","702319168","15.76","United States"
"530","Banco Latinoamericano de Comercio Exterior","BLX","698739456","15.61","Panama"
"531","Perella Weinberg Partners","PWP","694885056","7.83","United States"
"532","Religare","RELIGARE.NS","687482086","2.15","India"
"533","Horizon Bancorp","HBNC","675835840","15.51","United States"
"534","Edelweiss Financial Services","EDELWEISS.NS","672939359","0.71","India"
"535","IDT Corporation","IDT","672927424","26.38","United States"
"536","TPG Real Estate Finance Trust","TRTX","666443264","8.61","United States"
"537","TCG BDC","CGBD","654401280","12.62","United States"
"538","Dah Sing Financial","0440.HK","647366274","2.03","Hong Kong"
"539","Luther Burbank","LBC","636389504","12.46","United States"
"540","Eurowag","WPS.L","632953406","0.92","United Kingdom"
"541","Camden National Bank","CAC","632360192","43.42","United States"
"542","Ambac","AMBC","614193216","13.66","United States"
"543","Flushing Financial Corp","FFIC","602042560","20.08","United States"
"544","Cass Information Systems","CASS","590832064","43.26","United States"
"545","MBIA","MBI","590173952","10.75","United States"
"546","Bank of Marin Bancorp","BMRC","588104000","36.69","United States"
"547","First Financial","THFF","587635392","48.88","United States"
"548","HBT Financial","HBT","584540352","20.33","United States"
"549","Value Line","VALU","583460416","61.6","United States"
"550","UP Fintech (Tiger Brokers)","TIGR","578784320","3.76","China"
"551","Greene County Bancorp","GCBC","578571328","67.96","United States"
"552","Blend Labs","BLND","575475584","2.45","United States"
"553","JSW Holdings","JSWHL.NS","574253770","51.74","India"
"554","loanDepot","LDI","569814336","1.77","United States"
"555","Equity BancShares","EQBK","567831040","35.45","United States"
"556","MetroCity Bankshares","MCBS","567485952","22.3","United States"
"557","Arrow Financial","AROW","566077952","34.26","United States"
"558","Repay Holdings","RPAY","564437952","6.18","United States"
"559","Vinci Partners","VINP","563923840","10.15","Brazil"
"560","Infibeam Avenues","INFIBEAM.NS","563670470","0.21","India"
"561","Mercantile Bank","MBWM","549129216","34.61","United States"
"562","Central Pacific Financial","CPF","542259072","19.89","United States"
"563","CION Investment","CION","537687296","9.44","United States"
"564","CNB Financial Corp","CCNE","535196000","25.34","United States"
"565","Hingham Institution for Savings","HIFS","533968608","248.89","United States"
"566","Guild Mortgage","GHLD","532112160","8.74","United States"
"567","Bridgewater Bancshares","BWB","520710368","18.88","United States"
"568","Bank Mayapada Internasional","MAYA.JK","517496265","0.04","Indonesia"
"569","Spandana Sphoorty Financial","SPANDANA.NS","517278213","7.28","India"
"570","MidWestOne Financial Group","MOFG","506104224","32.4","United States"
"571","HomeStreet Bank","HMST","497139456","26.56","United States"
"572","Five Star Bancorp","FSBC","495650048","28.74","United States"
"573","Paisalo Digital","PAISALO.NS","492354033","1.09","India"
"574","World Acceptance Corporation","WRLD","486142304","77.39","United States"
"575","Southern Missouri Bancorp","SMBC","464503136","50.33","United States"
"576","Bar Harbor Bankshares","BHB","461688096","30.7","United States"
"577","Alerus Financial","ALRS","444917312","22.26","United States"
"578","Guaranty Bancshares","GNTY","444444416","37.3","United States"
"579","Atlanticus","ATLC","426276480","29.44","United States"
"580","Trinity Capital","TRIN","420970592","12.03","United States"
"581","Granite Point Mortgage Trust","GPMT","415143424","7.93","United States"
"582","Penseco Financial Services","PFIS","403549344","56.34","United States"
"583","Priority Technology Holdings","PRTH","399715360","5.21","United States"
"584","Farmers &amp; Merchants Bancorp","FMAO","398812384","29.31","United States"
"585","Shore Bancshares","SHBI","392237984","19.76","United States"
"586","Financial Institutions","FISI","391786240","25.55","United States"
"587","GAMCO Investors","GBL","389633312","14.78","United States"
"588","American National Bank &amp; Trust Company","AMNB","389130784","36.68","United States"
"589","Enterprise Bancorp","EBTC","388565120","32.04","United States"
"590","HomeTrust Bancshares","HTBI","375956800","24.05","United States"
"591","Summit Financial Group","SMMF","375501312","29.39","United States"
"592","Oppenheimer Holdings","OPY","372332480","32.8","United States"
"593","CapStar Financial","CSTR","370863360","16.91","United States"
"594","Citizens &amp; Northern Corp","CZNC","368909504","23.8","United States"
"595","Macatawa Bank","MCBC","364110464","10.63","United States"
"596","Civista Bancshares","CIVB","360961120","23.41","United States"
"597","Karnataka Bank","KTKBANK.NS","360215810","1.16","India"
"598","Home Bancorp","HBCP","353105728","42.68","United States"
"599","Southern First Bancshares","SFST","349953920","43.79","United States"
"600","Grupo Supervielle","SUPV","343123200","1.84","Argentina"
"601","First Bancorp","FNLC","339752256","30.79","United States"
"602","BCB Bancorp","BCBP","339308256","19.99","United States"
"603","South Indian Bank","SOUTHBANK.NS","338334703","0.16","India"
"604","Sierra Bancorp","BSRR","332308224","22.02","United States"
"605","Gladstone Capital","GLAD","327607040","9.55","United States"
"606","Northeast Bank","NBN","325658016","43.2","United States"
"607","Sterling Bancorp","SBT","325224960","6.4","United States"
"608","LendingTree","TREE","318499264","24.91","United States"
"609","MVB Financial","MVBF","317691392","25.33","United States"
"610","First Business Financial Services","FBIZ","310643584","36.65","United States"
"611","DHI Group","DHX","306045728","6.31","United States"
"612","ACNB Corporation","ACNB","304826656","35.75","United States"
"613","FingerMotion","FNGR","297429664","6.94","United States"
"614","PCSB Financial","PCSB","297339808","19.39","United States"
"615","Unity Bancorp","UNTY","296140800","28.18","United States"
"616","Orrstown Financial Services","ORRF","281685600","26.36","United States"
"617","OneConnect","OCFT","279625696","0.72","China"
"618","Forge Global","FRGE","279435776","1.63","United States"
"619","Northrim BanCorp","NRIM","273487680","48.14","United States"
"620","Third Coast Bancshares","TCBX","263819328","19.54","United States"
"621","Stellus Capital","SCM","263478720","13.48","United States"
"622","First Western Financial","MYFW","263023584","27.71","United States"
"623","LexinFintech Holdings","LX","259988480","1.41","China"
"624","Parke Bancorp","PKBK","258555504","21.7","United States"
"625","Ocwen","OCN","257734720","30.89","United States"
"626","First Guaranty Bancshares","FGBI","257203200","24","United States"
"627","Southern States Bancshares","SSBK","256389344","29.45","United States"
"628","BayCom (United Business Bank)","BCML","252355216","19.3","United States"
"629","Homepoint","HMPT","251855248","1.82","United States"
"630","Manning &amp; Napier","MN","245747264","12.85","United States"
"631","Sundaram Finance","SUNDARMHLD.NS","242849471","1.09","India"
"632","Timberland Bancorp","TSBK","241716208","29.3","United States"
"633","Timberland Bancorp","TSBK","241716208","29.3","United States"
"634","First Internet Bancorp","INBK","239611808","25.79","United States"
"635","Bankwell Financial Group","BWFG","238491328","30.72","United States"
"636","Absa Bank","ABSP.JO","237361600","52.95","South Africa"
"637","Lesaka Technologies","LSAK","235930416","3.98","South Africa"
"638","Provident Bancorp","PVBC","229100208","12.93","United States"
"639","Bank7","BSVN","227406496","24.99","United States"
"640","Central Valley Community Bancorp","CVCY","219271088","18.69","United States"
"641","Ponce Financial Group","PDLB","214056368","9.27","United States"
"642","ESSA Bancorp","ESSA","213605040","20.57","United States"
"643","Community Financial Corporation","TCFC","213293952","37.79","United States"
"644","Addiko Bank","ZYE1.F","210790417","10.56","Austria"
"645","Qudian","QD","209352288","0.83","China"
"646","Investar Holding","ISTR","206313744","20.84","United States"
"647","MainStreet Bancshares","MNSB","206145888","27.8","United States"
"648","C&amp;F Financial Corporation","CFFI","203091888","57.7","United States"
"649","Evans Bancorp","EVBN","202718688","36.8","United States"
"650","Ames National Corp.","ATLO","201424608","22.4","United States"
"651","LCNB","LCNB","199670848","17.68","United States"
"652","Republic First Bancorp","FRBK","196998928","3.09","United States"
"653","Western New England Bancorp","WNEB","195769200","8.8","United States"
"654","Limestone Bancorp","LMST","194948048","25.52","United States"
"655","Plumas Bancorp","PLBC","194479248","33.25","United States"
"656","Codorus Valley Bancorp","CVLY","193200592","20.25","United States"
"657","Méliuz","CASH3.SA","191085626","0.22","Brazil"
"658","Altisource Portfolio","ASPS","188509232","11.7","Luxembourg"
"659","Territorial Bancorp","TBNK","188470704","20.68","United States"
"660","VersaBank","VBNK","187697136","6.84","Canada"
"661","Diebold Nixdorf","DBD","185005072","2.34","United States"
"662","Virginia National Bankshares","VABK","177258256","33.28","United States"
"663","CARE's Ratings","CARERATING.NS","175390044","5.92","India"
"664","Middlefield Banc","MBCN","168131360","29.15","United States"
"665","Bakkt Holdings","BKKT","165884560","2.17","United States"
"666","Kingsway Financial Services","KFS","165532640","6.86","Canada"
"667","Peoples Bancorp of North Carolina","PEBK","162404688","28.79","United States"
"668","Riverview Bancorp","RVSB","157619776","6.87","United States"
"669","Hawthorn Bancshares","HWBK","155203536","22.93","United States"
"670","Sunlight Financial","SUNL","147913616","1.13","United States"
"671","Oconee Federal Financial","OFED","145841024","26","United States"
"672","ECB Bancorp","ECBK","144877200","15.79","United States"
"673","Hanover Bancorp","HNVR","143680576","19.7","United States"
"674","Geojit Financial Services","GEOJITFSL.NS","140505682","0.59","India"
"675","Old Point Financial","OPOF","132132248","26.35","United States"
"676","BankFinancial","BFIN","130614256","9.93","United States"
"677","Greenhill","GHL","127527096","7.11","United States"
"678","Ohio Valley Banc Corp","OVBC","125927008","26.39","United States"
"679","Paysign","PAYS","123600000","2.37","United States"
"680","FinWise Bancorp","FINW","121342600","9.42","United States"
"681","Union Bankshares","UNB","115472568","25.69","United States"
"682","Dave Inc.","DAVE","114261472","0.31","United States"
"683","PTC Financial Services","PFS.NS","108111528","0.17","India"
"684","Provident Financial Holdings","PROV","98982464","13.68","United States"
"685","MICT","MICT","90696200","0.7","United States"
"686","Westwood Holdings Group","WHG","85983112","10.22","United States"
"687","Ebixcash India","EBIXFOREX.NS","81507586","7.31","India"
"688","Great Elm Capital","GECC","75639504","9.95","United States"
"689","Starbox Group","STBX","75150000","1.67","Malaysia"
"690","Liberty Bancshares","LBSI","65023272","72","United States"
"691","INNOVATE Corp.","VATE","60767704","0.77","United States"
"692","Mogo","MOGO","58490636","0.77","Canada"
"693","Triterras","TRIRF","57393072","0.75","Singapore"
"694","Logan Ridge Finance","LRFC","50154528","18.5","United States"
"695","Magic Empire Global (Giraffe Capital)","MEGL","50000000","2.5","Hong Kong"
"696","Voyager Digital","VOYG.TO","48552193","0.25","United States"
"697","Society Pass","SOPA","40346568","1.59","Singapore"
"698","Elevate Credit","ELVT","31668144","1.02","United States"
"699","Treasure Global","TGL","31167500","1.82","Malaysia"
"700","Srei Infrastructure Finance","SREINFRA.NS","23544127","0.05","India"
"701","Carver Bancorp","CARV","19476420","4.61","United States"
"702","OLB Group","OLB","15511453","1.06","United States"
"703","ADVFN","AFN.L","14977399","0.55","United Kingdom"
"704","AppTech Payments","APCX","12236523","0.74","United States"
"705","Netcapital","NCPL","7649870","1.78","United States"
"706","Blackboxstocks","BLBX","6988420","0.53","United States"
"707","Impac Mortgage Holdings","IMH","6024874","0.28","United States"
"708","Pintec Technology","PT","3297624","0.38","China"
"709","Afristrat Investment","ATI.JO","3288800","0.01","South Africa"
